content_key,country_id
2013,103
2014,115
2016,46
2017,46
2018,46
2019,46
2020,46
2021,46
2022,116
2023,116
2024,46
2025,111
2026,46
2027,46
2028,47
2029,34
2030,116
2031,46
2032,37
2033,116
2034,103
2035,5
2036,116
2037,101
2038,101
2039,100
2040,111
2042,116
2043,7
2043,76
2043,116
2044,115
2045,116
2046,116
2047,100
2048,116
2049,78
2050,85
2051,16
2052,47
2053,116
2054,115
2055,116
2056,39
2057,39
2057,116
2058,120
2060,43
2060,45
2060,116
2061,85
2062,75
2063,54
2064,116
2065,30
2066,54
2066,116
2067,54
2068,54
2069,116
2070,37
2071,37
2071,7
2071,39
2072,116
2073,116
2074,116
2075,46
2076,103
2077,116
2078,52
2079,54
2080,116
2080,13
2080,21
2080,37
2081,115
2082,21
2083,46
2084,116
2085,116
2086,115
2086,116
2087,46
2088,100
2088,4
2089,103
2090,54
2091,116
2092,109
2093,116
2094,25
2095,116
2095,85
2096,116
2097,116
2098,115
2099,116
2100,116
2101,116
2103,78
2104,46
2105,68
2106,116
2107,21
2108,116
2109,101
2110,116
2111,34
2112,5
2113,116
2114,116
2116,116
2117,78
2118,47
2119,116
2120,47
2121,115
2121,116
2122,116
2122,115
2122,21
2122,24
2123,101
2125,30
2126,93
2127,46
2128,16
2130,21
2131,116
2131,78
2132,115
2133,116
2134,116
2135,25
2136,116
2137,54
2138,37
2139,115
2139,116
2140,116
2140,37
2141,116
2142,46
2143,116
2144,116
2145,116
2146,54
2147,116
2149,78
2150,116
2150,21
2150,115
2151,39
2152,103
2154,39
2155,116
2156,116
2157,116
2158,116
2159,116
2160,116
2161,21
2162,117
2163,30
2163,116
2164,37
2166,116
2168,116
2169,16
2170,116
2171,116
2172,116
2173,116
2174,116
2175,21
2176,54
2177,116
2178,21
2179,21
2180,111
2180,116
2181,54
2182,116
2184,21
2185,115
2186,39
2187,46
2188,100
2189,116
2190,116
2191,116
2191,21
2192,84
2192,39
2192,79
2193,116
2194,46
2196,78
2197,72
2198,16
2198,37
2199,86
2200,116
2201,116
2202,116
2203,116
2204,116
2205,46
2206,24
2207,46
2208,24
2208,103
2208,101
2208,116
2209,116
2210,78
2211,103
2211,39
2212,54
2213,103
2214,115
2214,116
2215,116
2216,101
2217,100
2218,116
2219,79
2220,116
2221,43
2221,24
2222,115
2224,115
2225,37
2225,13
2225,63
2225,19
2226,37
2227,7
2228,115
2228,7
2229,116
2230,116
2231,16
2232,78
2233,116
2234,37
2234,13
2235,78
2236,68
2238,116
2239,12
2240,78
2241,52
2242,116
2243,7
2244,37
2245,100
2246,16
2247,116
2248,34
2249,116
2250,116
2251,116
2252,13
2254,54
2255,111
2256,101
2257,76
2258,116
2259,7
2260,116
2261,116
2261,37
2263,116
2263,24
2265,46
2266,46
2267,46
2268,46
2269,46
2270,46
2271,46
2272,46
2273,46
2274,46
2275,46
2276,110
2277,46
2278,46
2279,46
2280,46
2281,46
2282,46
2283,46
2284,116
2285,46
2286,46
2287,46
2288,46
2289,46
2290,46
2291,46
2292,46
2293,46
2294,103
2295,116
2296,47
2296,115
2297,107
2297,37
2297,13
2297,116
2298,54
2299,116
2300,116
2301,40
2302,116
2303,16
2304,116
2305,52
2306,115
2307,109
2308,116
2308,21
2309,103
2310,111
2311,21
2312,116
2312,39
2312,21
2313,111
2314,116
2315,115
2315,116
2316,116
2317,103
2317,37
2317,21
2317,116
2318,116
2318,68
2319,37
2320,52
2321,54
2322,116
2323,23
2323,52
2324,115
2324,78
2325,47
2326,78
2328,39
2328,116
2329,7
2330,25
2331,116
2332,116
2333,78
2334,85
2335,46
2337,46
2338,101
2339,46
2340,46
2341,46
2342,116
2343,46
2344,115
2345,23
2346,116
2347,116
2348,46
2349,78
2350,101
2351,116
2352,78
2353,116
2354,46
2355,37
2355,34
2356,116
2357,116
2358,116
2359,37
2360,16
2361,111
2362,34
2362,37
2363,116
2364,37
2364,16
2364,103
2364,13
2365,54
2366,34
2366,3
2367,37
2367,34
2368,34
2369,34
2370,34
2372,85
2373,110
2374,34
2375,60
2376,34
2377,34
2378,21
2378,101
2378,116
2379,116
2380,115
2380,116
2381,116
2382,78
2382,115
2383,116
2384,116
2385,115
2385,116
2386,5
2386,103
2387,65
2388,78
2389,116
2390,46
2391,116
2392,47
2393,46
2394,116
2396,116
2396,37
2396,21
2397,39
2398,116
2399,54
2400,54
2401,68
2402,86
2402,116
2403,114
2403,55
2403,60
2403,93
2404,93
2405,52
2406,116
2407,116
2408,116
2409,101
2410,16
2411,101
2412,116
2413,86
2414,46
2415,46
2416,116
2416,68
2416,103
2416,66
2417,116
2418,116
2419,34
2420,116
2421,46
2422,78
2423,116
2424,116
2424,21
2425,116
2427,54
2428,111
2429,111
2430,34
2431,116
2432,116
2434,34
2435,34
2436,34
2438,34
2439,34
2440,34
2441,21
2442,93
2442,114
2443,34
2444,34
2445,54
2446,46
2447,122
2448,101
2449,114
2450,54
2451,54
2452,54
2452,116
2453,101
2454,101
2455,116
2456,115
2456,39
2456,114
2456,76
2457,90
2457,116
2458,114
2459,46
2460,116
2461,37
2461,34
2462,50
2463,54
2464,114
2465,114
2466,5
2467,7
2468,68
2468,116
2469,7
2470,24
2471,116
2472,116
2473,46
2474,116
2475,47
2476,47
2477,115
2478,78
2479,54
2480,116
2481,21
2482,47
2483,58
2486,23
2487,101
2488,34
2491,34
2492,34
2493,34
2494,21
2494,78
2495,116
2497,115
2498,116
2499,68
2500,25
2501,46
2502,34
2503,34
2504,34
2505,34
2506,34
2507,34
2508,116
2509,116
2510,34
2511,34
2512,93
2512,75
2512,39
2512,55
2512,114
2512,116
2513,34
2514,78
2515,115
2516,116
2517,58
2518,101
2519,101
2520,116
2521,60
2522,103
2523,37
2524,116
2525,116
2526,54
2527,116
2528,110
2529,101
2530,7
2531,115
2531,103
2532,47
2533,47
2534,114
2535,46
2537,68
2538,78
2539,58
2540,46
2541,116
2542,114
2543,21
2544,116
2545,46
2546,46
2547,36
2547,37
2548,116
2549,116
2550,116
2551,52
2552,116
2553,21
2554,115
2554,39
2554,116
2554,37
2555,21
2556,114
2557,58
2558,24
2559,47
2560,116
2562,116
2563,46
2563,115
2563,24
2563,21
2563,54
2563,101
2563,116
2564,16
2565,46
2566,5
2567,116
2568,25
2571,116
2572,116
2573,116
2574,116
2576,116
2577,116
2578,116
2579,37
2579,13
2580,116
2581,116
2582,116
2583,116
2584,91
2585,100
2586,52
2586,115
2586,37
2587,54
2588,46
2589,21
2590,46
2591,7
2591,116
2592,116
2593,116
2597,116
2597,115
2598,116
2599,54
2600,116
2600,68
2600,25
2601,116
2601,21
2602,16
2603,54
2604,109
2605,116
2606,111
2607,101
2608,78
2609,116
2610,115
2611,46
2612,100
2613,111
2614,111
2614,46
2615,34
2616,111
2617,111
2618,52
2618,111
2619,111
2621,111
2622,111
2623,116
2624,34
2625,90
2626,46
2627,46
2628,116
2629,115
2630,46
2631,34
2632,101
2633,115
2633,116
2633,54
2634,34
2635,37
2635,13
2635,116
2636,34
2637,34
2638,34
2639,34
2641,115
2643,46
2644,111
2645,46
2646,54
2646,116
2647,47
2648,47
2649,68
2650,47
2651,101
2652,116
2653,116
2654,86
2655,78
2656,103
2657,21
2657,116
2657,115
2658,115
2659,54
2660,116
2661,88
2661,116
2661,25
2662,116
2663,116
2664,46
2665,46
2666,101
2667,116
2668,111
2669,37
2669,13
2670,68
2671,46
2672,39
2673,116
2674,103
2674,39
2675,117
2675,5
2676,37
2677,51
2678,116
2678,115
2678,54
2679,116
2680,16
2681,116
2682,111
2683,85
2684,46
2685,116
2686,46
2687,116
2688,78
2689,78
2690,116
2691,21
2692,116
2693,116
2693,5
2694,115
2694,52
2695,37
2696,116
2697,52
2698,116
2699,54
2701,85
2702,116
2703,116
2704,116
2705,116
2706,116
2707,50
2707,115
2708,116
2709,23
2710,116
2711,116
2712,103
2713,115
2713,37
2713,13
2713,21
2713,116
2714,54
2715,54
2716,46
2717,46
2717,116
2718,46
2719,116
2720,106
2721,46
2721,116
2722,46
2723,46
2724,46
2725,46
2726,46
2727,46
2728,116
2729,46
2730,46
2731,46
2732,46
2733,46
2734,46
2735,46
2736,46
2737,115
2738,46
2739,46
2741,54
2742,46
2743,115
2744,116
2745,75
2745,39
2745,30
2745,115
2746,116
2747,115
2748,46
2749,24
2750,116
2751,46
2752,46
2754,116
2755,116
2756,21
2757,46
2758,116
2759,21
2759,116
2761,46
2762,101
2763,116
2764,116
2765,116
2766,46
2767,46
2768,116
2769,21
2770,21
2771,21
2772,116
2774,44
2776,110
2777,39
2778,39
2779,116
2780,116
2781,44
2782,103
2783,116
2784,8
2784,39
2785,109
2785,24
2787,5
2789,116
2789,54
2790,68
2791,116
2792,116
2793,46
2794,115
2795,115
2796,116
2797,52
2798,37
2799,116
2800,54
2800,116
2801,93
2802,116
2803,106
2804,54
2805,75
2806,115
2807,116
2808,115
2808,116
2808,50
2809,116
2810,116
2811,46
